Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Database,TF,TargetGene,Tissue,Experiment
204,204,204,SPP,FOS,ELOVL5,uterus,FOS IP - HeLa cells
205,205,205,SPP,ZBTB7A,ELOVL5,liver,ZBTB7A IP - HepG2 cells
206,206,206,SPP,FOSL2,ELOVL5,cns,FOSL2 IP - SK-N-SH cells
207,207,207,SPP,JUN,ELOVL5,liver,JUN IP - HepG2 cells
208,208,208,SPP,TCF7L2,ELOVL5,pancreas,TCF7L2 IP
209,209,209,SPP,E2F1,ELOVL5,mammarygland,"E2F1 IP, E2F1 IP - MCF7 cells"
210,210,210,SPP,BICALU,ELOVL5,prostate,BICALU | E2F1 ChIP-Seq - Rep 1
211,211,211,SPP,BACH1,ELOVL5,colon,BACH1 IP 
212,212,212,SPP,MAX,ELOVL5,vasculature,MAX IP - HUVEC cells
213,213,213,SPP,MXI1,ELOVL5,lung,MXI1 IP - IMR cells
214,214,214,SPP,CEBPB,ELOVL5,liver,CEBPB ChIP-Seq - HepG2
215,215,215,SPP,MTA3,ELOVL5,leukocytes,MTA3 IP - GM12878 cells
216,216,216,SPP,CEBPB,ELOVL5,mammarygland,CEBPB IP - MCF7 cells
217,217,217,SPP,JUND,ELOVL5,leukocytes,JUND IP - K562 cells
218,218,218,SPP,STAT3,ELOVL5,mammarygland,"STAT3 IP | 4HT - MCF10 cells, 36 h"
219,219,219,SPP,FOSL1,ELOVL5,leukocytes,FOSL1 IP - K562 cells
220,220,220,SPP,MYBL2,ELOVL5,liver,MYBL2 IP - HepG2 cells
221,221,221,SPP,TEAD4,ELOVL5,colon,TEAD4 IP - HCT116 cells
222,222,222,SPP,YY1,ELOVL5,uterus,YY1 IP - ECC1 cells
223,223,223,SPP,GABPA,ELOVL5,cns,GABPA IP - SK-N-SH cells
224,224,224,SPP,ATF3,ELOVL5,leukocytes,ATF3 IP - K562 cells
225,225,225,SPP,USF1,ELOVL5,leukocytes,USF1 IP - K562 cells
226,226,226,SPP,MAX,ELOVL5,stemcells,MAX IP - H1 cells
227,227,227,SPP,GATA6,ELOVL5,stomach,GATA6 IP - YCC3
228,228,228,SPP,MYC,ELOVL5,uterus,MYC IP - HeLa cells
229,229,229,SPP,ATF1,ELOVL5,leukocytes,ATF1 IP - K562 cells
230,230,230,SPP,RELA,ELOVL5,colon,RELA IP 
231,231,231,SPP,CTCF,ELOVL5,mammarygland,CTCF IP - MCF7 cells
232,232,232,SPP,CREB1,ELOVL5,stemcells,CREB1 IP - H1 cells
233,233,233,SPP,JUND,ELOVL5,colon,JUND IP - HCT116 cells
234,234,234,SPP,TBP,ELOVL5,uterus,TBP IP - HeLa cells
235,235,235,SPP,STAT1,ELOVL5,uterus,"STAT1 IP | IFNG - HeLa cells, 30 min"
236,236,236,SPP,IFNG,ELOVL5,uterus,"STAT1 IP | IFNG - HeLa cells, 30 min"
237,237,237,SPP,NFKB2,ELOVL5,leukocytes,NFKB2 IP - Rep 1
238,238,238,SPP,CTCF,ELOVL5,liver,CTCF IP
239,239,239,SPP,ATF2,ELOVL5,colon,ATF2 IP 
240,240,240,SPP,TNF,ELOVL5,leukocytes,RELA IP | TNF - GM12891 cells
241,241,241,SPP,SP1,ELOVL5,leukocytes,SP1 IP - GM12878 cells
242,242,242,SPP,RUNX1,ELOVL5,hspcs,RUNX1
243,243,243,SPP,CTCF,ELOVL5,hspcs,"CTCF IP - HSPCs, Rep 1"
244,244,244,SPP,SATB1,ELOVL5,liver,SATB1 IP
245,245,245,SPP,TAL1,ELOVL5,colon,TAL1 IP 
246,246,246,SPP,ELF1,ELOVL5,liver,ELF1 IP - HepG2 cells
247,247,247,SPP,JUND,ELOVL5,vasculature,JUND IP
248,248,248,SPP,ZNF143,ELOVL5,leukocytes,ZNF143 IP - GM12878 cells
249,249,249,SPP,FOSL2,ELOVL5,lung,FOSL2 IP - A549 cells
