Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Database,TF,TargetGene,Tissue,Experiment
195,195,195,SPP,USF1,ACSL1,colon,USF1 IP - HCT116 cells
196,196,196,SPP,EGR1,ACSL1,uterus,EGR1 IP - ECC1 cells
197,197,197,SPP,YY1,ACSL1,stemcells,YY1 IP - H1 cells
198,198,198,SPP,CTCF,ACSL1,megakaryocytelineage,"CTCF IP - MEG-01 cells, Rep 6 , CTCF IP - MEG-01 cells, Rep 2 , CTCF IP - MEG-01 cells, Rep 4 , CTCF IP - MEG-01 cells, Rep 10 "
199,199,199,SPP,TCF7L2,ACSL1,mammarygland,TCF7L2 ChIP-Seq
200,200,200,SPP,MYBL2,ACSL1,liver,MYBL2 IP - HepG2 cells
201,201,201,SPP,FOSL2,ACSL1,mammarygland,FOSL2 IP - MCF7 cells
202,202,202,SPP,TFAP4,ACSL1,leukocytes,"TFAP4 IP - Rep 1, TFAP4 IP - Rep 2"
203,203,203,SPP,ATF2,ACSL1,leukocytes,ATF2 IP - GM12878 cells
204,204,204,SPP,ATF3,ACSL1,liver,ATF3 IP - HepG2 cells
205,205,205,SPP,ATF1,ACSL1,leukocytes,ATF1 IP - K562 cells
206,206,206,SPP,JUN,ACSL1,colon,JUN IP 
207,207,207,SPP,MXI1,ACSL1,leukocytes,MXI1 IP - GM12878 cells
208,208,208,SPP,E2F1,ACSL1,uterus,"E2F1 IP - HeLa cells, Rep 2"
209,209,209,SPP,USF1,ACSL1,lung,USF1 IP | DEX - A549 cells
210,210,210,SPP,FOXA1,ACSL1,stemcells,FOXA1 IP - Rep 5 
211,211,211,SPP,FOXA2,ACSL1,embryonictissue,FOXA2 IP - Rep 1
212,212,212,SPP,FOXA2,ACSL1,lung,FOXA2 IP - A549 cells
213,213,213,SPP,ARID3A,ACSL1,leukocytes,ARID3A IP - K562 cells
214,214,214,SPP,17BE2,ACSL1,mammarygland,"17BE2 | FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 2"
215,215,215,SPP,TP73,ACSL1,bone,"TP73 IP - alpha isoform, Rep 1"
216,216,216,SPP,FOXA1,ACSL1,uterus,FOXA1 IP - ECC1 cells
217,217,217,SPP,IRF4,ACSL1,leukocytes,"IRF4 IP, IRF4 IP - GM12878 cells"
218,218,218,SPP,JUND,ACSL1,uterus,JUND IP - HeLa cells
219,219,219,SPP,STAT3,ACSL1,uterus,STAT3 IP - HeLa cells
220,220,220,SPP,TEAD4,ACSL1,stemcells,TEAD4 IP - H1 cells
221,221,221,SPP,GATA6,ACSL1,stemcells,"GATA6 IP - Rep 7 , GATA6 IP - Rep 1 "
222,222,222,SPP,IRF1,ACSL1,colon,IRF1 IP 
223,223,223,SPP,TP63,ACSL1,thyroidgland,TP63 IP - TT MTC
224,224,224,SPP,UBTF,ACSL1,leukocytes,"UBTF IP - K562 cells, UBTF IP - K562 cells"
225,225,225,SPP,CTCF,ACSL1,pancreas,CTCF IP
226,226,226,SPP,PBX3,ACSL1,leukocytes,PBX3 IP - GM12878 cells
227,227,227,SPP,ATF2,ACSL1,stemcells,ATF2 IP - H1 cells
228,228,228,SPP,ATF3,ACSL1,colon,ATF3 IP | CAMPTO
229,229,229,SPP,POU2F2,ACSL1,leukocytes,POU2F2 IP - GM12878 cells
