TF,Overlapping_Genes,Pubmed_ID,Pubmed_Link,Genes mentioned in the paper,Tissue,Paper Link
FOXA2,"PHYH,ALDH3A2,HACL1",19822575,https://pubmed.ncbi.nlm.nih.gov/19822575/,"PHYH,ALDH3A2,HACL1",Liver,https://academic.oup.com/nar/article/37/22/7498/2410146?login=false
FOXM1,"HSD17B4,CROT",26456572,https://pubmed.ncbi.nlm.nih.gov/26456572/,not found,not found,https://link.springer.com/article/10.1007/s10549-015-3589-7#Sec13
FOXA1,"ACOX2,HACL1",25552417,https://pubmed.ncbi.nlm.nih.gov/25552417/,ACOX2,Prostate,https://academic.oup.com/nar/article/43/2/848/2414789?login=false
PPARD,"HSD17B4,ALDH3A2,SCP2",21283829,https://pubmed.ncbi.nlm.nih.gov/21283829/,"HSD17B4,ALDH3A2,SCP2",Prostate,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0016344
HOXC9,"SCP2,ACOX3",25013753,https://pubmed.ncbi.nlm.nih.gov/25013753/,not found,not found,https://www.sciencedirect.com/science/article/pii/S2213596014000142?via%3Dihub#s0045
GATA6,"PHYH,ALDH3A2",25053715,https://pubmed.ncbi.nlm.nih.gov/25053715/,not found,not found,https://gut.bmj.com/content/64/5/707
AHR,SLC27A2,22903824,https://pubmed.ncbi.nlm.nih.gov/22903824/,not found,not found,https://academic.oup.com/toxsci/article-abstract/130/2/349/1725824?redirectedFrom=fulltext&login=true
TP63,"HACL1,SLC27A2,CRAT",23658742,https://pubmed.ncbi.nlm.nih.gov/23658742/,not found,not found,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0062547#s5
PBX1,"PECR,HACL1",22567123,https://pubmed.ncbi.nlm.nih.gov/22567123/,not found,not found,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0036054#s5
VDR,"SCP2,ACOX3",23849224,https://pubmed.ncbi.nlm.nih.gov/23849224/,not found,not found,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-11-163#Sec20
SMAD4,"HSD17B4,ACOX3",21741376,https://pubmed.ncbi.nlm.nih.gov/21741376/,"HSD17B4,ACOX3","stem cells, embryonictissue",https://www.sciencedirect.com/science/article/pii/S0012160611010165?via%3Dihub#aep-abstract-id15
ELK1,ACOX3,19687146,https://pubmed.ncbi.nlm.nih.gov/19687146/,ACOX3,kidney,https://genome.cshlp.org/content/19/11/1963
ARNT,SLC27A2,22903824,https://pubmed.ncbi.nlm.nih.gov/22903824/,not found,not found,paid https://academic.oup.com/toxsci/article-abstract/130/2/349/1725824?redirectedFrom=fulltext
SOX11,SLC27A2,23321250,https://pubmed.ncbi.nlm.nih.gov/23321250/,SLC27A2,Leukocytes,https://ashpublications.org/blood/article/121/12/2175/31453/SOX11-regulates-PAX5-expression-and-blocks
GATA2,ACOX3,21571218,https://pubmed.ncbi.nlm.nih.gov/21571218/,ACOX3,Skin,https://www.sciencedirect.com/science/article/pii/S1534580711001596?via%3Dihub
SMAD3,HSD17B4,21741376,https://pubmed.ncbi.nlm.nih.gov/21741376/,HSD17B4,Stem cells,https://www.sciencedirect.com/science/article/pii/S0012160611010165?via%3Dihub#ec000
RELA,AMACR,24523406,https://pubmed.ncbi.nlm.nih.gov/24523406/,AMACR,Lung,https://www.jbc.org/article/S0021-9258(20)41510-8/fulltext
E2F4,"PHYH,ALDH3A2",21247883,https://pubmed.ncbi.nlm.nih.gov/21247883/,"PHYH,ALDH3A2",Blood,https://academic.oup.com/nar/article/39/9/3558/1243263?login=false#supplementary-data
CUX1,"HSD17B4,SCP2",19635798,https://pubmed.ncbi.nlm.nih.gov/19635798/,"HSD17B4,SCP2",Mammary Gland,https://www.jbc.org/article/S0021-9258(20)38439-8/fulltext
FOXP3,SCP2,21729870,https://pubmed.ncbi.nlm.nih.gov/21729870/,SCP2,Leukocytes,https://academic.oup.com/nar/article/39/18/7946/1084168#supplementary-data
ZNF217,SLC27A2,24962896,https://pubmed.ncbi.nlm.nih.gov/24962896/,SLC27A2,Mammary Gland,https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-15-520#Sec25
JUN,ACOX3,21703547,https://pubmed.ncbi.nlm.nih.gov/21703547/,not found,not found,paid https://www.sciencedirect.com/science/article/abs/pii/S1673852711000890?via%3Dihub
ETS1,ACOX3,20019798,https://pubmed.ncbi.nlm.nih.gov/20019798/,ACOX3,Blood,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1000778
DACH1,ALDH3A2,20351289,https://pubmed.ncbi.nlm.nih.gov/20351289/,ALDH3A2,Mammary Gland,https://www.pnas.org/doi/full/10.1073/pnas.1002746107
TCF4,"ACOX2,ACOX3",23295773,https://pubmed.ncbi.nlm.nih.gov/23295773/,"ACOX2,ACOX3",CNS,https://academic.oup.com/neuro-oncology/article/15/3/279/1055801?login=false
RBPJ,CRAT,21746931,https://pubmed.ncbi.nlm.nih.gov/21746931/,not found,not found,https://www.pnas.org/doi/full/10.1073/pnas.1108892108
HOXB7,CRAT,26014856,https://pubmed.ncbi.nlm.nih.gov/26014856/,not found,not found,https://onlinelibrary.wiley.com/doi/10.1002/ijc.29616
BCL6,HACL1,25482012,https://pubmed.ncbi.nlm.nih.gov/25482012/,not found,not found,paid https://www.sciencedirect.com/science/article/abs/pii/S1874939914002958?via%3Dihub
TCF21,ACOX3,26020271,https://pubmed.ncbi.nlm.nih.gov/26020271/,not found,not found,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005202
ATF3,ACOX3,23680149,https://pubmed.ncbi.nlm.nih.gov/23680149/,ACOX3,CNS,https://www.cell.com/cancer-cell/fulltext/S1535-6108(13)00133-5?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS1535610813001335%3Fshowall%3Dtrue
WT1,SCP2,25993318,https://pubmed.ncbi.nlm.nih.gov/25993318/,SCP2,Kidney,https://www.sciencedirect.com/science/article/pii/S2157171615321699?via%3Dihub#s0045
FOXP1,ACOX3,21924763,https://pubmed.ncbi.nlm.nih.gov/21924763/,ACOX3,Stem cells,https://www.sciencedirect.com/science/article/pii/S0092867411009494?via%3Dihub#app3
