TF,TargetGene,Tissue,Chea,Signor,Trrust,Experiment,SPP_Pubmed,Pair,PS_frequency,Tissue_frequency,PS_Confidence,Tissue_Confidence
MYC,LDLR,leukocytes,18940864,,,"MYC IP | IFNG - K562 cells, 30 min, MYC IP | IFNA1 - K562 cells, 30 min, MYC IP - K562 cells, Rep 1, MYC IP - K562 cells, Rep 2, MYC IP - NB4 cells, MYC IP | IFNA1 - K562 cells, 6 h, MYC IP | IFNG - K562 cells, 6 h",,MYC -> LDLR,3,4,low,medium
MYC,LDLR,liver,,,,MYC IP,,MYC -> LDLR,3,4,low,medium
MYC,LDLR,mammarygland,,,,"MYC IP | 4HT - MCF10A cells, MYC IP - MCF-10A cells, DHT | MYC ChIP-Seq",,MYC -> LDLR,3,4,low,medium
MYC,LDLR,uterus,,,,MYC IP - HeLa cells,,MYC -> LDLR,3,4,low,medium
NFATC1,LDLR,leukocytes,,,,NFATC1 IP - GM12878 cells,,NFATC1 -> LDLR,1,1,low,low
NFKB1,LDLR,leukocytes,,,,"NFKB1 IP - Rep 1, NFKB1 IP - Rep 2",,NFKB1 -> LDLR,1,1,low,low
NFKB2,LDLR,leukocytes,,,,"NFKB2 IP - Rep 1, NFKB2 IP - Rep 2",,NFKB2 -> LDLR,1,1,low,low
NFYA,LDLR,colon,,,,NFYA IP,,NFYA -> LDLR,1,1,low,low
NFYB,LDLR,leukocytes,,,,"NFYB IP - K562 cells, NFYB IP - GM12878 cells",,NFYB -> LDLR,2,2,low,low
NFYB,LDLR,uterus,,,,NFYB IP - HeLa cells,,NFYB -> LDLR,2,2,low,low
OTX2,LDLR,stemcells,,,,OTX2 IP - Rep 10,,OTX2 -> LDLR,1,1,low,low
PAX5,LDLR,leukocytes,,,,"PAX5 IP - GM12878 cells, Rep 1, PAX5 IP - GM12878 cells, Rep 2",,PAX5 -> LDLR,1,1,low,low
PBX3,LDLR,cns,,,,PBX3 IP - SK-N-SH cells,,PBX3 -> LDLR,1,1,low,low
PIAS1,LDLR,prostate,,,,"PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1",,PIAS1 -> LDLR,1,1,low,low
POU2F1,LDLR,prostate,,,,POU2F1 KD + DHT | FOXA1 ChIP-Seq,,POU2F1 -> LDLR,1,1,low,low
POU2F2,LDLR,leukocytes,,,,POU2F2 IP - GM12878 cells,,POU2F2 -> LDLR,1,1,low,low
PRDM1,LDLR,uterus,,,,PRDM1 IP - HeLa cells,,PRDM1 -> LDLR,1,1,low,low
RBPJ,LDLR,leukocytes,,,,RBPJ IP | COMPE - wash,,RBPJ -> LDLR,1,1,low,low
RELA,LDLR,adiposetissue,,,,"RELA IP, RELA IP, RELA IP, RELA IP",,RELA -> LDLR,3,4,low,medium
RELA,LDLR,leukocytes,,,,"RELA IP | BAY082  - IVD Th1 cells, PIA, RELA IP | TNF - GM18505 cells, RELA IP | TNF - GM12878 cells, RELA IP | TNF - GM12892 cells, RELA IP | TNF - GM19193 cells, RELA IP | TNF - GM15510 cells, RELA IP | TNF - GM19099 cells, RELA IP | TNF - GM12891 cells, RELA IP | TNF - GM18951 cells",,RELA -> LDLR,3,4,low,medium
RELA,LDLR,liver,24523406,,,,,RELA -> LDLR,3,4,low,medium
RELA,LDLR,lung,,,,RELA IP | TNF,,RELA -> LDLR,3,4,low,medium
REST,LDLR,cns,,,,"REST IP - PFSK1 cells, Rep 2, REST IP - PFSK-N-SH cells1 cells, Rep 1, REST IP - U87 cells, REST IP - SK cells",,REST -> LDLR,5,5,medium,medium
REST,LDLR,leukocytes,,,,"REST IP - K562 cells, REST IP - GM12878 cells, Rep 2",,REST -> LDLR,5,5,medium,medium
REST,LDLR,liver,,,,"REST IP - HepG2 cells, Rep 1, REST IP - HepG2 cells, Rep 2",,REST -> LDLR,5,5,medium,medium
REST,LDLR,lung,,,,REST IP - A549 cells,,REST -> LDLR,5,5,medium,medium
REST,LDLR,stemcells,,,,"REST IP - H1 cells, Rep 2, REST IP - H1 cells, Rep 1",,REST -> LDLR,5,5,medium,medium
RUNX1,LDLR,hspcs,,,,"RUNX1 IP, RUNX1",,RUNX1 -> LDLR,2,2,low,low
RUNX1,LDLR,leukocytes,,,,RUNX1 IP,,RUNX1 -> LDLR,2,2,low,low
SMAD1,LDLR,hspcs,,,,SMAD1 IP - Rep 2,,SMAD1 -> LDLR,1,1,low,low
SMAD4,LDLR,stemcells,,,,SMAD4 IP - Rep 2,,SMAD4 -> LDLR,1,1,low,low
SMARCC1,LDLR,uterus,,,,SMARCC1 IP - HeLa cells,,SMARCC1 -> LDLR,1,1,low,low
SOX17,LDLR,stemcells,,,,SOX17 IP - Rep 2,,SOX17 -> LDLR,1,1,low,low
SP1,LDLR,colon,,,,SP1 IP - HCT116 cells,,SP1 -> LDLR,5,5,medium,medium
SP1,LDLR,leukocytes,,,,SP1 IP - GM12878 cells,24076218,SP1 -> LDLR,5,5,medium,medium
SP1,LDLR,liver,,,,SP1 IP - HepG2 cells,,SP1 -> LDLR,5,5,medium,medium
SP1,LDLR,lung,,,,SP1 IP - A549 cells,,SP1 -> LDLR,5,5,medium,medium
SP1,LDLR,stemcells,,,,"SP1 IP - Rep 2 , SP1 IP - H1 cells, SP1 IP - Rep 1",,SP1 -> LDLR,5,5,medium,medium
SPI1,LDLR,leukocytes,,,,"SPI1 IP, SPI1 IP - GM12878 cells, Rep 2 , SPI1 IP - GM12878 cells, Rep 1 , SPI1 IP - GM12878 cells, Rep 3 , SPI1 IP, SPI1 IP, SPI1 IP, SPI1 IP - K562 cells, SPI1 IP, SPI1 IP, SPI1 IP - GM12878 cells, SPI1 IP, SPI1 IP, SPI1 IP, SPI1 IP - GM12878 cells, Rep 4 , SPI1 IP - HL cells, SPI1 IP - GM12891 cells, SPI1 IP - GM12878 cells, Rep 5 , SPI1 IP",,SPI1 -> LDLR,1,1,low,low
SREBF1,LDLR,leukocytes,,,,SREBF1 IP - GM12878 cells,,SREBF1 -> LDLR,2,2,low,low
SREBF1,LDLR,liver,,,,"SREBF1 IP | PRAV - HepG2 cells, SREBF1 IP | INS + 22RHC - HepG2 cells",,SREBF1 -> LDLR,2,2,low,low
SREBF2,LDLR,colon,,21123766.0,,,,SREBF2 -> LDLR,3,5,low,medium
SREBF2,LDLR,kidney,,21123766.0,,,,SREBF2 -> LDLR,3,5,low,medium
SREBF2,LDLR,leukocytes,,,,SREBF2 IP - GM12878 cells,,SREBF2 -> LDLR,3,5,low,medium
SREBF2,LDLR,liver,,21123766.0,15721010,SREBF2 IP | PRAV - HepG2 cells,,SREBF2 -> LDLR,3,5,low,medium
SREBF2,LDLR,rectum,,21123766.0,,,,SREBF2 -> LDLR,3,5,low,medium
SRF,LDLR,colon,,,,SRF IP - HCT116 cells,,SRF -> LDLR,4,4,medium,medium
SRF,LDLR,leukocytes,,,,SRF IP - K562 cells,,SRF -> LDLR,4,4,medium,medium
SRF,LDLR,liver,,,,SRF IP - HepG2 cells,,SRF -> LDLR,4,4,medium,medium
SRF,LDLR,uterus,,,,SRF IP - ECC1 cells,,SRF -> LDLR,4,4,medium,medium
STAT1,LDLR,leukocytes,,,,"STAT1 IP | IFNG - K562 cells, 30 min, STAT1 IP - Rep 5, STAT1 IP - Rep 2, STAT1 IP - Rep 1, STAT1 IP - Rep 4, STAT1 IP - Rep 3",,STAT1 -> LDLR,2,2,low,low
STAT1,LDLR,uterus,,,,"STAT1 IP | IFNG - HeLa cells, 30 min",,STAT1 -> LDLR,2,2,low,low
STAT2,LDLR,leukocytes,,,,"STAT2 IP | IFNA1-13 - K562 cells, 30 min",,STAT2 -> LDLR,1,1,low,low
STAT3,LDLR,leukocytes,,,,"STAT3 IP - OCI-LY7, STAT3 IP - SU-DHL-4, STAT3 IP - SU-DHL-2, STAT3 IP - U-2932, STAT3 IP - SU-DHL-6",,STAT3 -> LDLR,2,3,low,low
STAT3,LDLR,mammarygland,,,,"STAT3 IP - MCF10A cells, Rep 2, STAT3 IP - MCF10A cells, Rep 1, STAT3 IP | 4HT - MCF10 cells, 36 h, STAT3 IP | 4HT - MCF10 cells, 12 h",,STAT3 -> LDLR,2,3,low,low
STAT3,LDLR,uterus,,,,STAT3 IP - HeLa cells,,STAT3 -> LDLR,2,3,low,low
STAT5A,LDLR,leukocytes,,,,"STAT5A IP - GM12878 cells, STAT5A IP - K562 cells",,STAT5A -> LDLR,1,1,low,low
STAT5B,LDLR,leukocytes,,,,"STAT5B IP | IL2 - Rep 2, STAT5B IP | H9, Rep 2, STAT5B IP | IL2 - Rep 2",,STAT5B -> LDLR,1,1,low,low
TAL1,LDLR,colon,,,,TAL1 IP,23953112,TAL1 -> LDLR,2,2,low,low
TAL1,LDLR,leukocytes,,,,"TAL1 IP - K562 cells, TAL1 IP - MOLT3",,TAL1 -> LDLR,2,2,low,low
TBP,LDLR,leukocytes,,,,"TBP IP - GM12878 cells, TBP IP - K562 cells",,TBP -> LDLR,4,4,medium,medium
TBP,LDLR,liver,,,,TBP IP - HepG2 cells,,TBP -> LDLR,4,4,medium,medium
TBP,LDLR,stemcells,,,,TBP IP - H1 cells,,TBP -> LDLR,4,4,medium,medium
TBP,LDLR,uterus,,,,TBP IP - HeLa cells,,TBP -> LDLR,4,4,medium,medium
TCF12,LDLR,cns,,,,TCF12 IP - SK-N-SH cells,,TCF12 -> LDLR,4,4,medium,medium
TCF12,LDLR,leukocytes,,,,TCF12 IP - GM12878 cells,24076218,TCF12 -> LDLR,4,4,medium,medium
TCF12,LDLR,lung,,,,TCF12 IP - A549 cells,,TCF12 -> LDLR,4,4,medium,medium
TCF12,LDLR,uterus,,,,TCF12 IP - ECC1 cells,24076218,TCF12 -> LDLR,4,4,medium,medium
TCF21,LDLR,vasculature,26020271,,,"TCF21 IP, TCF21 IP",,TCF21 -> LDLR,1,1,low,low
TCF7L2,LDLR,mammarygland,,,,TCF7L2 ChIP-Seq,,TCF7L2 -> LDLR,1,2,low,low
TCF7L2,LDLR,uterus,,,,TCF7L2 IP - HeLa cells,,TCF7L2 -> LDLR,1,2,low,low
TEAD1,LDLR,cns,,,,TEAD1 IP - Rep 1,,TEAD1 -> LDLR,1,1,low,low
TEAD4,LDLR,cns,,,,TEAD4 IP - SK-N-SH cells,,TEAD4 -> LDLR,7,8,high,high
TEAD4,LDLR,colon,,,,TEAD4 IP - HCT116 cells,,TEAD4 -> LDLR,7,8,high,high
TEAD4,LDLR,leukocytes,,,,TEAD4 IP - K562 cells,,TEAD4 -> LDLR,7,8,high,high
TEAD4,LDLR,liver,,,,TEAD4 IP - HepG2 cells,,TEAD4 -> LDLR,7,8,high,high
TEAD4,LDLR,lung,,,,TEAD4 IP - A549 cells,,TEAD4 -> LDLR,7,8,high,high
TEAD4,LDLR,mammarygland,,,,"TEAD4 IP - Rep 2, TEAD4 IP - Rep 1",,TEAD4 -> LDLR,7,8,high,high
TEAD4,LDLR,stemcells,,,,TEAD4 IP - H1 cells,,TEAD4 -> LDLR,7,8,high,high
TEAD4,LDLR,uterus,,,,TEAD4 IP - ECC1 cells,,TEAD4 -> LDLR,7,8,high,high
TNF,LDLR,leukocytes,,,,"RELA IP | TNF - GM18505 cells, RELA IP | TNF - GM12878 cells, RELA IP | TNF - GM12892 cells, RELA IP | TNF - GM19193 cells, RELA IP | TNF - GM15510 cells, RELA IP | TNF - GM12891 cells, RELA IP | TNF - GM18951 cells",,TNF -> LDLR,3,3,low,low
TNF,LDLR,lung,,,,RELA IP | TNF,,TNF -> LDLR,3,3,low,low
TNF,LDLR,mammarygland,,,,TNF | FOXA1 ChIP-Seq - Rep 2,,TNF -> LDLR,3,3,low,low
TP53,LDLR,bone,,,,"TP53 IP | TP53 OE, TP53 IP | NUTL3 - SJSA-1, TP53 IP | TP53EE/RR OE",,TP53 -> LDLR,4,4,medium,medium
TP53,LDLR,colon,,,,TP53 IP | NUTL3 - HCT-116,,TP53 -> LDLR,4,4,medium,medium
TP53,LDLR,lung,,,,"TP53 IP - propapoptic, Rep 1",,TP53 -> LDLR,4,4,medium,medium
TP53,LDLR,mammarygland,,,,"TP53 IP, TP53 IP | NUTL3 - MCF-7",,TP53 -> LDLR,4,4,medium,medium
TP63,LDLR,lung,,,,TP63 IP - HCC95,,TP63 -> LDLR,3,3,low,low
TP63,LDLR,skin,22573176,,,"TP63 IP - Adriam, Rep 1, TP63 IP | BANF1 KD, TP63 IP, TP63 IP, TP63 IP",,TP63 -> LDLR,3,3,low,low
TP63,LDLR,thyroidgland,,,,TP63 IP - TT MTC,,TP63 -> LDLR,3,3,low,low
TP73,LDLR,bone,,,,"TP73 IP - alpha isoform, Rep 1, TP73 IP - alpha isoform, Rep 2, TP73 IP - beta isoform, Rep 1, TP73 IP - beta isoform, Rep 2",,TP73 -> LDLR,1,1,low,low
UBTF,LDLR,leukocytes,,,,UBTF IP - K562 cells,,UBTF -> LDLR,1,1,low,low
USF1,LDLR,cns,,,,USF1 IP - SK-N-SH cells,,USF1 -> LDLR,3,3,low,low
USF1,LDLR,liver,,,19416648;15721010,,,USF1 -> LDLR,3,3,low,low
USF1,LDLR,uterus,,,,USF1 IP - ECC1 cells,24076218,USF1 -> LDLR,3,3,low,low
USF2,LDLR,liver,,,19416648,,,USF2 -> LDLR,2,2,low,low
USF2,LDLR,uterus,,,,USF2 IP - HeLa cells,,USF2 -> LDLR,2,2,low,low
WT1,LDLR,kidney,25993318,,,,,WT1 -> LDLR,1,1,low,low
YY1,LDLR,cns,,,,"YY1 IP - SK-N-SH cells, YY1 IP | ATRA - SK-N-SH cells",,YY1 -> LDLR,7,7,high,medium
YY1,LDLR,colon,,,,YY1 IP - HCT116 cells,24076218,YY1 -> LDLR,7,7,high,medium
YY1,LDLR,leukocytes,,,,"YY1 IP - GM12878 cells, YY1 IP - GM12891 cells, YY1 IP - K562 cells, Rep 1, YY1 IP - K562 cells, Rep 2, YY1 IP - GM12892 cells, Rep 1",,YY1 -> LDLR,7,7,high,medium
YY1,LDLR,liver,,,,YY1 IP - HepG2 cells,24076218,YY1 -> LDLR,7,7,high,medium
YY1,LDLR,lung,,,,YY1 IP - A549 cells,24076218,YY1 -> LDLR,7,7,high,medium
YY1,LDLR,stemcells,,,,"YY1 IP - NT2 cells, YY1 IP - H1 cells",,YY1 -> LDLR,7,7,high,medium
YY1,LDLR,uterus,,,,YY1 IP - ECC1 cells,,YY1 -> LDLR,7,7,high,medium
ZBTB7A,LDLR,leukocytes,,,,ZBTB7A IP - SK-N-SH cells,24076218,ZBTB7A -> LDLR,3,3,low,low
ZBTB7A,LDLR,liver,,,,ZBTB7A IP - HepG2 cells,24076218,ZBTB7A -> LDLR,3,3,low,low
ZBTB7A,LDLR,uterus,,,,ZBTB7A IP - ECC1 cells,24076218,ZBTB7A -> LDLR,3,3,low,low
ZEB1,LDLR,liver,,,,ZEB1 IP - HepG2 cells,,ZEB1 -> LDLR,1,1,low,low
ZKSCAN1,LDLR,uterus,,,,ZKSCAN1 IP - HeLa cells,,ZKSCAN1 -> LDLR,1,1,low,low
ZNF143,LDLR,colon,,,,ZNF143 IP,,ZNF143 -> LDLR,3,3,low,low
ZNF143,LDLR,leukocytes,,,,ZNF143 IP - GM12878 cells,,ZNF143 -> LDLR,3,3,low,low
ZNF143,LDLR,stemcells,,,,ZNF143 IP - H1 cells,,ZNF143 -> LDLR,3,3,low,low
ZNF263,LDLR,kidney,,,,ZNF263 IP - HEK293 cells,,ZNF263 -> LDLR,1,1,low,low
ZNF384,LDLR,leukocytes,,,,"ZNF384 IP - K562 cells, ZNF384 IP - GM12878 cells",,ZNF384 -> LDLR,1,1,low,low
ZNF652,LDLR,mammarygland,21678463,,,,,ZNF652 -> LDLR,1,1,low,low
AR,LIPA,prostate,,,,"AR Q640X OE + FOXA1 OE | FOXA1 ChIP-Seq, WT AR OE + FOXA1 OE | FOXA1 ChIP-Seq - high FOXA1, AR C562S OE + FOXA1 OE | FOXA1 ChIP-Seq, WT AR OE + FOXA1 OE | FOXA1 ChIP-Seq",,AR -> LIPA,1,1,low,low
ARID3A,LIPA,liver,,,,ARID3A IP - HepG2 cells,,ARID3A -> LIPA,1,1,low,low
ATF2,LIPA,colon,,,,ATF2 IP,,ATF2 -> LIPA,3,3,low,low
ATF2,LIPA,leukocytes,,,,ATF2 IP - GM12878 cells,24076218,ATF2 -> LIPA,3,3,low,low
ATF2,LIPA,stemcells,,,,ATF2 IP - H1 cells,24076218,ATF2 -> LIPA,3,3,low,low
ATF3,LIPA,colon,,,,"ATF3 IP - HCT116 cells, ATF3 IP | CAMPTO",,ATF3 -> LIPA,1,1,low,low
BATF,LIPA,leukocytes,,,,BATF IP - GM12878 cells,24076218,BATF -> LIPA,1,1,low,low
BCL11A,LIPA,leukocytes,,,,BCL11A IP - GM12878 cells,24076218,BCL11A -> LIPA,1,1,low,low
BHLHE40,LIPA,leukocytes,,,,"BHLHE40 IP - GM12878 cells, BHLHE40 IP - K562 cells",,BHLHE40 -> LIPA,2,2,low,low
BHLHE40,LIPA,liver,,,,BHLHE40 IP - HepG2 cells,,BHLHE40 -> LIPA,2,2,low,low
CEBPA,LIPA,adiposetissue,,,,CEBPA ChIP-Seq,24198249,CEBPA -> LIPA,2,2,low,low
CEBPA,LIPA,leukocytes,,,,"CEBPA IP - U-937 cells, Rep 2 , CEBPA IP, CEBPA IP - U-937 cells, Rep 1",,CEBPA -> LIPA,2,2,low,low
CEBPB,LIPA,bone,,,,"CEBPB IP, CEBPB IP",,CEBPB -> LIPA,7,8,high,high
CEBPB,LIPA,colon,,,,"CEBPB IP, CEBPB IP - HCT116 cells, CEBPB IP | 125DVD3",,CEBPB -> LIPA,7,8,high,high
CEBPB,LIPA,leukocytes,,,,"CEBPB IP, CEBPB IP, CEBPB IP - Rep 204, CEBPB IP, CEBPB IP, CEBPB IP - Rep 203, CEBPB IP | oxLDL  - Rep 208, CEBPB IP, CEBPB IP | oxLDL  - Rep 205, CEBPB IP, CEBPB IP, CEBPB IP - Rep 201, CEBPB IP| oxLDL  - Rep 207, CEBPB IP | oxLDL  - Rep 206",,CEBPB -> LIPA,7,8,high,high
CEBPB,LIPA,liver,,,,"CEBPB IP | FORSK - HepG2 cells, CEBPB IP - HepG2 cells, CEBPB ChIP-Seq - HepG2",,CEBPB -> LIPA,7,8,high,high
CEBPB,LIPA,lung,,,,"CEBPB ChIP-Seq - A549, CEBPB ChIP-Seq - IMR90",,CEBPB -> LIPA,7,8,high,high
CEBPB,LIPA,mammarygland,,,,CEBPB IP - MCF7 cells,,CEBPB -> LIPA,7,8,high,high
CEBPB,LIPA,stemcells,,,,"CEBPB IP, CEBPB IP - H1 cells, CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP",,CEBPB -> LIPA,7,8,high,high
CEBPB,LIPA,uterus,,,,"CEBPB ChIP-Seq - HeLaS3, CEBPB IP - ECC1 cells",,CEBPB -> LIPA,7,8,high,high
CREB1,LIPA,leukocytes,,,,CREB1 IP - GM12878 cells,24076218,CREB1 -> LIPA,5,5,medium,medium
CREB1,LIPA,liver,,,,"CREB1 IP - HepG2 cells, CREB1 IP",,CREB1 -> LIPA,5,5,medium,medium
CREB1,LIPA,lung,,,,CREB1 IP | DEX - A549 cells,24076218,CREB1 -> LIPA,5,5,medium,medium
CREB1,LIPA,prostate,,,,"CREB1 ChIP-Seq - LNCaP-abl, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2, CREB1 ChIP-Seq - Rep 2, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 2",,CREB1 -> LIPA,5,5,medium,medium
CREB1,LIPA,stemcells,,,,CREB1 IP - H1 cells,24076218,CREB1 -> LIPA,5,5,medium,medium
CTCF,LIPA,adiposetissue,,,,"CTCF ChIP-Seq - d 9, CTCF ChIP-Seq - d -2, CTCF ChIP-Seq - d 0, CTCF ChIP-Seq - d 3",,CTCF -> LIPA,10,22,high,high
CTCF,LIPA,bone,,,,"CTCF IP, CTCF IP - Osteoblasts",,CTCF -> LIPA,10,22,high,high
CTCF,LIPA,cns,,,,"CTCF IP - cerebellar astrocyte cells, Rep 2 , CTCF IP - BE(2)-C cells, Rep 1 , CTCF IP - SK cells, CTCF IP - spinal cord astrocyte cells, Rep 2 , CTCF IP - SK-N-SH cells, Rep 2 , CTCF IP - HCPEpiC cells, Rep 2 , CTCF IP - HCPEpiC cells, Rep 1 , CTCF IP - cerebellar astrocyte cells, Rep 1 , CTCF IP - NHA cells , CTCF IP - SK-N-SH cells, Rep 1 , CTCF IP - BE(2)-C cells, Rep 2 , CTCF IP - spinal cord astrocyte cells, Rep 1 , CTCF IP - SK-N-SH cells",,CTCF -> LIPA,10,22,high,high
CTCF,LIPA,colon,,,,"CTCF IP - Rep 1 , CTCF IP - HCT116 cells, Rep 1 , CTCF IP - Rep 2 , CTCF IP - Rep 3 , CTCF IP - Caco , CTCF IP - HCT116 cells, Rep 2 , CTCF IP - HCT116 cells, CTCF IP - Caco-2 cells, Rep 1",,CTCF -> LIPA,10,22,high,high
CTCF,LIPA,esophagus,,,,"CTCF IP - HEEpiC cells, Rep 1 , CTCF IP - HEEpiC cells, Rep 2",,CTCF -> LIPA,10,22,high,high
CTCF,LIPA,heart,,,,"CTCF IP - HCF cells , CTCF IP - myocytes cells, Rep 1 , CTCF IP - myocytes cells, Rep 2",,CTCF -> LIPA,10,22,high,high
CTCF,LIPA,hspcs,,,,"CTCF IP - HEL 92.1.7 cells, Rep 2 , CTCF IP - HSPCs, Rep 2, CTCF IP - HEL 92.1.7 cells, Rep 10 , CTCF IP - HEL 92.1.7 cells, Rep 11 , CTCF IP - Erythroid cells, Rep 1, CTCF IP - HEL 92.1.7 cells, Rep 14 , CTCF IP - HSPCs, Rep 1, CTCF IP - HEL 92.1.7 cells, Rep 8 , CTCF IP - Erythroid cells, Rep 2, CTCF IP - HEL 92.1.7 cells, Rep 5",,CTCF -> LIPA,10,22,high,high
CTCF,LIPA,kidney,,,,"CTCF IP - HEK293 cells, Rep 1 , CTCF IP - RPTEC cells, Rep 2 , CTCF IP - HRE cells, Rep 1 , CTCF IP - HRE cells, Rep 2 , CTCF IP - RPTEC cells, Rep 1 , CTCF IP - HEK293 cells, Rep 2",,CTCF -> LIPA,10,22,high,high
