TF,TargetGene,Tissue,Chea,Signor,Trrust,Experiment,SPP_Pubmed,Pair,PS_frequency,Tissue_frequency,PS_Confidence,Tissue_Confidence
CTCF,AGPAT2,liver,,,,"CTCF IP, CTCF IP - HepG2 cells , CTCF IP - SK-N-SH cells, CTCF IP - HepG2 cells, Rep 2 , CTCF IP - HepG2 cells, Rep 1",,CTCF -> AGPAT2,10,22,high,high
CTCF,AGPAT2,lung,,,,"CTCF IP - A549 cells , CTCF IP - SAEC cells, Rep 2 , CTCF IP - NHLF cells , CTCF IP - SAEC cells, Rep 1 , CTCF IP | DEX - A549 cells , CTCF IP - WI-38 cells, Rep 2 , CTCF IP - HPF cells, Rep 1 , CTCF IP - WI-38 cells, Rep 1 , CTCF IP - A549 cells, Rep 1 , CTCF IP - HPF cells, Rep 2 , CTCF IP - AG04450 cells, Rep 1 , CTCF IP - AG04450 cells, Rep 2 , CTCF ChIP-Seq - A549, CTCF IP - A549 cells, CTCF IP - IMR cells, CTCF IP - NHLF cells , CTCF IP | DEX - A549 cells, CTCF IP - A549 cells, Rep 2",,CTCF -> AGPAT2,10,22,high,high
CTCF,AGPAT2,mammarygland,,,,"CTCF IP - HMEC cells , CTCF IP - HMEC cells, Rep 2 , CTCF IP - T47D cells, CTCF IP - HMEC cells, Rep 1 , CTCF IP - MCF-7 cells, Rep 1 , CTCF IP - HMF cells, Rep 2 , CTCF IP - HMF cells, Rep 1 , CTCF IP - MCF-7 cells Rep 2 , CTCF IP - MCF7 cells",,CTCF -> AGPAT2,10,22,high,high
CTCF,AGPAT2,megakaryocytelineage,,,,"CTCF IP - MEG-01 cells, Rep 8 , CTCF IP - MEG-01 cells, Rep 6 , CTCF IP - MEG-01 cells, Rep 2 , CTCF IP - MEG-01 cells, Rep 4 , CTCF IP - MEG-01 cells, Rep 10",,CTCF -> AGPAT2,10,22,high,high
CTCF,AGPAT2,miscellaneous,,,,"CTCF IP - AG09319 cells, Rep 1 , CTCF IP - AG09319 cells, Rep 2",,CTCF -> AGPAT2,10,22,high,high
CTCF,AGPAT2,pancreas,,,,CTCF IP,,CTCF -> AGPAT2,10,22,high,high
CTCF,AGPAT2,placenta,,,,"CTCF IP - HVMF cells, Rep 1 , CTCF IP - HVMF cells, Rep 2",,CTCF -> AGPAT2,10,22,high,high
CTCF,AGPAT2,sensory,,,,"CTCF IP - WERI-Rb-1- cells, Rep 1 , CTCF IP - HRPEpiC cells, Rep 1 , CTCF IP - WERI , CTCF IP - HRPEpiC cells, Rep 2",,CTCF -> AGPAT2,10,22,high,high
CTCF,AGPAT2,skeletalmuscle,,,,"CTCF IP - HSMM cells, Rep 1 , CTCF IP - HSMM cells, Rep 2",,CTCF -> AGPAT2,10,22,high,high
CTCF,AGPAT2,skin,,,,"CTCF IP - AG09309 cells, Rep 1 , CTCF IP - NHEK cells , CTCF IP - BJ cells, Rep 1 , CTCF IP - HFFC cells, Rep 1 , CTCF IP - NHDF cells , CTCF IP - NHDF cells, Rep 1 , CTCF IP - HFFC cells, Rep 2 , CTCF IP - HFFC cells, Rep 3 , CTCF IP - NHDF cells, Rep 2 , CTCF IP - AG10803 cells, Rep 1 , CTCF IP - GM12878 cells, Rep 2 , CTCF IP - AG09309 cells, Rep 2 , CTCF IP - AG10803 cells, Rep 2 , CTCF IP - AG04449 cells, Rep 1 , CTCF IP - AG04449 cells, Rep 2 , CTCF IP - NHEK cells, Rep 2 , CTCF IP - BJ cells, Rep 2",,CTCF -> AGPAT2,10,22,high,high
CTCF,AGPAT2,stemcells,,,,"CTCF IP - Rep 1 , CTCF IP - Rep 5 , CTCF IP - Rep 7 , CTCF IP - H1 cells, CTCF IP - H1 cells , CTCF IP - Rep 3 , CTCF IP - Rep 2 , CTCF IP - Rep 4 , CTCF IP - Rep 6",,CTCF -> AGPAT2,10,22,high,high
CTCF,AGPAT2,uterus,,,,"CTCF IP - ECC1 cells, CTCF IP - HeLa cells , CTCF IP - HeLa cells, Rep 1",,CTCF -> AGPAT2,10,22,high,high
CTCF,AGPAT2,vasculature,,,,"CTCF IP - HBMEC cells, Rep 1 , CTCF IP - HUVEC cells , CTCF IP - HBMEC cells, Rep 2 , CTCF IP - HUVEC cells, Rep 2 , CTCF IP - HPAF cells, Rep 1 , CTCF IP - HUVEC cells, Rep 1 , CTCF IP - AoAFC cells, Rep 1 , CTCF IP - AoAFC cells, Rep 2 , CTCF IP - HPAF cells, Rep 2",,CTCF -> AGPAT2,10,22,high,high
E2F1,AGPAT2,mammarygland,,,,"E2F1 IP, E2F1 IP - MCF7 cells",,E2F1 -> AGPAT2,2,3,low,low
E2F1,AGPAT2,prostate,,,,"E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3, BICALU | E2F1 ChIP-Seq - Rep 1, BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1",,E2F1 -> AGPAT2,2,3,low,low
E2F1,AGPAT2,uterus,,,,"E2F1 IP - HeLa cells, Rep 2, E2F1 IP - HeLa cells, Rep 1",,E2F1 -> AGPAT2,2,3,low,low
E2F3,AGPAT2,colon,,,,E2F3 IP,,E2F3 -> AGPAT2,1,1,low,low
E2F6,AGPAT2,leukocytes,,,,"E2F6 IP - K562 cells, E2F6 IP - K562 cells",,E2F6 -> AGPAT2,3,3,low,low
E2F6,AGPAT2,stemcells,,,,E2F6 IP - H1 cells,24076218,E2F6 -> AGPAT2,3,3,low,low
E2F6,AGPAT2,uterus,,,,E2F6 IP - HeLa cells,,E2F6 -> AGPAT2,3,3,low,low
EBF1,AGPAT2,leukocytes,,,,"EBF1 IP - GM12878 cells, EBF1 IP - GM12878 cells",,EBF1 -> AGPAT2,1,1,low,low
EGR1,AGPAT2,colon,,,,EGR1 IP - HCT116 cells,24076218,EGR1 -> AGPAT2,3,3,low,low
EGR1,AGPAT2,leukocytes,,,,EGR1 IP - K562 cells,24076218,EGR1 -> AGPAT2,3,3,low,low
EGR1,AGPAT2,uterus,,,,EGR1 IP - ECC1 cells,24076218,EGR1 -> AGPAT2,3,3,low,low
ELF1,AGPAT2,cns,,,,ELF1 IP - SK-N-SH cells,,ELF1 -> AGPAT2,5,5,medium,medium
ELF1,AGPAT2,colon,,,,ELF1 IP - HCT116 cells,,ELF1 -> AGPAT2,5,5,medium,medium
ELF1,AGPAT2,leukocytes,,,,"ELF1 IP - SK-N-SH cells, ELF1 IP - SK-N-SH cells",,ELF1 -> AGPAT2,5,5,medium,medium
ELF1,AGPAT2,liver,,,,ELF1 IP - HepG2 cells,,ELF1 -> AGPAT2,5,5,medium,medium
ELF1,AGPAT2,mammarygland,,,,ELF1 IP - MCF7 cells,,ELF1 -> AGPAT2,5,5,medium,medium
ELF3,AGPAT2,pancreas,,,,ELF3 IP,,ELF3 -> AGPAT2,1,1,low,low
ERG,AGPAT2,prostate,,,,"DHT | ERG ChIP-Seq - 18 h, ERG ChIP-Seq, DHT | ERG ChIP-Seq - 2 h, DMSO | ERG ChIP-Seq - Rep 1, DMSO | ERG ChIP-Seq - Rep 2",,ERG -> AGPAT2,1,1,low,low
ETS1,AGPAT2,leukocytes,,,,"ETS1 IP, ETS1 IP - K562 cells",,ETS1 -> AGPAT2,1,1,low,low
ETV5,AGPAT2,colon,,,,ETV5 IP,,ETV5 -> AGPAT2,1,1,low,low
FOS,AGPAT2,leukocytes,,,,FOS IP - K562 cells,,FOS -> AGPAT2,3,4,low,medium
FOS,AGPAT2,mammarygland,,,,"FOS IP - MCF10A cells, FOS IP | 4HT - MCF10A cells, 12 h, FOS IP | 4HT - MCF10A cells, 4 h, FOS IP | 17BE2, FOS IP | 4HT - MCF10A cells, 36 h",,FOS -> AGPAT2,3,4,low,medium
FOS,AGPAT2,uterus,,,,FOS IP - HeLa cells,,FOS -> AGPAT2,3,4,low,medium
FOS,AGPAT2,vasculature,,,,FOS IP - HUVEC cells,,FOS -> AGPAT2,3,4,low,medium
FOSL1,AGPAT2,colon,,,,FOSL1 IP - HCT116 cells,,FOSL1 -> AGPAT2,3,3,low,low
FOSL1,AGPAT2,leukocytes,,,,FOSL1 IP - K562 cells,,FOSL1 -> AGPAT2,3,3,low,low
FOSL1,AGPAT2,mammarygland,,,,FOSL1 IP,28411283,FOSL1 -> AGPAT2,3,3,low,low
FOSL2,AGPAT2,cns,,,,FOSL2 IP - SK-N-SH cells,,FOSL2 -> AGPAT2,4,4,medium,medium
FOSL2,AGPAT2,liver,,,,FOSL2 IP - HepG2 cells,,FOSL2 -> AGPAT2,4,4,medium,medium
FOSL2,AGPAT2,lung,,,,FOSL2 IP - A549 cells,,FOSL2 -> AGPAT2,4,4,medium,medium
FOSL2,AGPAT2,mammarygland,,,,FOSL2 IP - MCF7 cells,,FOSL2 -> AGPAT2,4,4,medium,medium
FOXA1,AGPAT2,liver,,,,"FOXA1 IP - HepG2 cells, Rep 2",,FOXA1 -> AGPAT2,4,6,medium,medium
FOXA1,AGPAT2,lung,,,,"FOXA1 IP | DEX - A549 cells, FOXA1 IP - A549 cells",,FOXA1 -> AGPAT2,4,6,medium,medium
FOXA1,AGPAT2,mammarygland,,,,"FOXA1 IP - T47D, 17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq, DEX | FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 2, FOXA1 IP | 17BE2 - MCF-7, FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 1, FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 2, DEX | FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 1, DHT | FOXA1 ChIP-Seq, DEX | FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 2, TNF | FOXA1 ChIP-Seq - Rep 2, FOXA1 IP - T47D cells, 17BE2 | FOXA1 ChIP-Seq - Rep 1, 17BE2 + TNF | FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 1",,FOXA1 -> AGPAT2,4,6,medium,medium
FOXA1,AGPAT2,pancreas,,,,"FOXA1 IP, FOXA1 IP",,FOXA1 -> AGPAT2,4,6,medium,medium
FOXA1,AGPAT2,prostate,,,,"FOXA1 KD | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq - LNCaP-abl, FOXA1 ChIP-Seq, DHT | FOXA1 ChIP-Seq - C4- Rep 2B, GATA2 KD + R1881 | FOXA1 ChIP-Seq, FOXA1 KD | GATA2 ChIP-Seq, FOXA1 ChIP-Seq - Rep 1, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 2, FOXA1 + FBS | GATA2 ChIP-Seq, FOXA1 ChIP-Seq, CON KD | FOXA1 ChIP-Seq, EtOH | FOXA1 ChIP-Seq - Rep 2, R1881 | FOXA1 ChIP-Seq - Rep 1, CON KD + R1881 | FOXA1 ChIP-Seq, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2, GATA2 KD  | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq - LNCaP, FOXA1 ChIP-Seq, CON KD | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq, POU2F1 KD + DHT | FOXA1 ChIP-Seq, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 1, CON KD  | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq - Rep 1, FOXA1 ChIP-Seq - Rep 2, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 1, EtOH | FOXA1 ChIP-Seq - , DHT | FOXA1 ChIP-Seq, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 1, FOXA1 KD | FOXA1 ChIP-Seq, CON KD | FOXA1 ChIP-Seq, R1881 | FOXA1 ChIP-Seq - Rep 2",,FOXA1 -> AGPAT2,4,6,medium,medium
FOXA1,AGPAT2,uterus,,,,"FOXA1 IP - ECC1 cells, FOXA1 ChIP-Seq - Tumor E",,FOXA1 -> AGPAT2,4,6,medium,medium
FOXA2,AGPAT2,embryonictissue,,,,FOXA2 IP - Rep 2,,FOXA2 -> AGPAT2,2,2,low,low
FOXA2,AGPAT2,lung,,,,FOXA2 IP - A549 cells,,FOXA2 -> AGPAT2,2,2,low,low
FOXM1,AGPAT2,mammarygland,,,,FOXM1 IP - MCF7 cells,,FOXM1 -> AGPAT2,1,2,low,low
FOXM1,AGPAT2,uterus,,,,FOXM1 IP - ECC1 cells,,FOXM1 -> AGPAT2,1,2,low,low
FOXP1,AGPAT2,colon,,,,FOXP1 IP,,FOXP1 -> AGPAT2,2,2,low,low
FOXP1,AGPAT2,prostate,,,,"DHT | FOXP1 ChIP-Seq, DHT | FOXP1 ChIP-Seq",,FOXP1 -> AGPAT2,2,2,low,low
FOXP2,AGPAT2,cns,,,,FOXP2 IP - SK cells,,FOXP2 -> AGPAT2,1,1,low,low
GABPA,AGPAT2,cns,,,,GABPA IP - SK-N-SH cells,,GABPA -> AGPAT2,7,7,high,medium
GABPA,AGPAT2,leukocytes,,,,"GABPA IP - HL cells, GABPA IP - Jurkat, Rep 2, GABPA IP - GM12878 cells, Rep 5 , GABPA IP - K562 cells, GABPA IP - Jurkat, Rep 1",,GABPA -> AGPAT2,7,7,high,medium
GABPA,AGPAT2,liver,,,,GABPA IP - MCF7 cells,,GABPA -> AGPAT2,7,7,high,medium
GABPA,AGPAT2,lung,,,,GABPA IP - A549 cells,,GABPA -> AGPAT2,7,7,high,medium
GABPA,AGPAT2,prostate,,,,"GABPA IP | R1881, GABPA IP - Rep 1",,GABPA -> AGPAT2,7,7,high,medium
GABPA,AGPAT2,stemcells,,,,GABPA IP - H1 cells,,GABPA -> AGPAT2,7,7,high,medium
GABPA,AGPAT2,uterus,,,,GABPA IP - HeLa cells,,GABPA -> AGPAT2,7,7,high,medium
GATA1,AGPAT2,hspcs,,,,"GATA1 IP - PBDE cells, Rep 1",,GATA1 -> AGPAT2,2,2,low,low
GATA1,AGPAT2,leukocytes,,,,GATA1 ChIP-Seq - K562,,GATA1 -> AGPAT2,2,2,low,low
GATA2,AGPAT2,cns,,,,GATA2 ChIP-Seq SH-SY5Y,,GATA2 -> AGPAT2,2,2,low,low
GATA2,AGPAT2,prostate,,,,"GATA2 KD  | GATA2 ChIP-Seq, GATA2 KD + R1881 | FOXA1 ChIP-Seq, FOXA1 KD | GATA2 ChIP-Seq, GATA2 ChIP-Seq, FOXA1 + FBS | GATA2 ChIP-Seq, CON KD | GATA2 ChIP-Seq, CON KD + R1881 | GATA2 ChIP-Seq, GATA2 KD  | FOXA1 ChIP-Seq, GATA2 ChIP-Seq - Rep 2, GATA2 KD + R1881 | GATA2 ChIP-Seq, CON KD + FBS | GATA2 ChIP-Seq, GATA2 ChIP-Seq - Rep 1, CON KD  | GATA2 ChIP-Seq",,GATA2 -> AGPAT2,2,2,low,low
GATA3,AGPAT2,lung,,,,GATA3 IP - A549 cells,,GATA3 -> AGPAT2,2,2,low,low
GATA3,AGPAT2,mammarygland,,,,"GATA3 IP - MCF-7 cells, GATA3 IP - MCF7 cells, GATA3 IP - T47D cells",,GATA3 -> AGPAT2,2,2,low,low
GATA4,AGPAT2,stomach,,,,GATA4 IP - AGS,,GATA4 -> AGPAT2,1,1,low,low
GATA6,AGPAT2,stomach,,,,GATA6 IP - YCC3,,GATA6 -> AGPAT2,1,1,low,low
GLI2,AGPAT2,colon,,,,GLI2 IP,,GLI2 -> AGPAT2,1,1,low,low
GTF2F1,AGPAT2,uterus,,,,GTF2F1 IP - HeLa cells,,GTF2F1 -> AGPAT2,1,1,low,low
HES6,AGPAT2,prostate,,,,"HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1",,HES6 -> AGPAT2,1,1,low,low
HEY1,AGPAT2,leukocytes,,,,HEY1 IP - K562 cells,24076218,HEY1 -> AGPAT2,2,2,low,low
HEY1,AGPAT2,liver,,,,HEY1 IP - HepG2 cells,24076218,HEY1 -> AGPAT2,2,2,low,low
HMGN3,AGPAT2,leukocytes,,,,HMGN3 IP - K562 cells,,HMGN3 -> AGPAT2,1,1,low,low
HNF4A,AGPAT2,liver,19822575,,,,,HNF4A -> AGPAT2,1,1,low,low
HOXA4,AGPAT2,colon,,,,HOXA4 IP,,HOXA4 -> AGPAT2,1,1,low,low
HOXA6,AGPAT2,colon,,,,HOXA6 IP,,HOXA6 -> AGPAT2,1,1,low,low
IFNA1,AGPAT2,leukocytes,,,,"IRF1 IP | IFNA1-13 - K562 cells, 6 h, MYC IP | IFNA1 - K562 cells, 6 h, JUN IP | IFNA1-13 - 30 min",,IFNA1 -> AGPAT2,1,1,low,low
IFNG,AGPAT2,leukocytes,,,,"MYC IP | IFNG - K562 cells, 30 min, STAT1 IP - Rep 2, STAT1 IP - Rep 5, MYC IP | IFNG - K562 cells, 6 h, STAT1 IP - Rep 1, STAT1 IP - Rep 4, STAT1 IP - Rep 3",,IFNG -> AGPAT2,2,2,low,low
IFNG,AGPAT2,uterus,,,,"STAT1 IP | IFNG - HeLa cells, 30 min",,IFNG -> AGPAT2,2,2,low,low
IRF1,AGPAT2,colon,,,,IRF1 IP,26769127,IRF1 -> AGPAT2,2,2,low,low
IRF1,AGPAT2,leukocytes,,,,"IRF1 IP | IFNA1-13 - K562 cells, 6 h",,IRF1 -> AGPAT2,2,2,low,low
IRF4,AGPAT2,leukocytes,,,,IRF4 IP - GM12878 cells,,IRF4 -> AGPAT2,1,1,low,low
JUN,AGPAT2,colon,,,,JUN IP,23953112,JUN -> AGPAT2,4,4,medium,medium
JUN,AGPAT2,leukocytes,,,,"JUN IP - K562 cells, Rep 2, JUN IP | IFNA1-13 - 30 min , JUN IP - K562 cells, Rep 1",,JUN -> AGPAT2,4,4,medium,medium
JUN,AGPAT2,mammarygland,,,,"JUN IP - Rep 1, JUN IP | DEX, JUN IP - Rep 2, JUN IP, JUN IP | CPDA",,JUN -> AGPAT2,4,4,medium,medium
JUN,AGPAT2,vasculature,,,,JUN IP,23953112,JUN -> AGPAT2,4,4,medium,medium
JUNB,AGPAT2,colon,,,,JUNB IP,,JUNB -> AGPAT2,1,1,low,low
JUND,AGPAT2,cns,,,,JUND IP - SK-N-SH cells,,JUND -> AGPAT2,7,8,high,high
JUND,AGPAT2,colon,,,,JUND IP - HCT116 cells,24076218,JUND -> AGPAT2,7,8,high,high
JUND,AGPAT2,leukocytes,,,,"JUND IP - K562 cells, JUND IP - GM12878 cells, Rep 1",,JUND -> AGPAT2,7,8,high,high
JUND,AGPAT2,liver,,,,"JUND IP - HepG2 cells, JUND IP - HepG2 cells",,JUND -> AGPAT2,7,8,high,high
JUND,AGPAT2,lung,,,,JUND IP - A549 cells,,JUND -> AGPAT2,7,8,high,high
JUND,AGPAT2,mammarygland,,,,"JUND IP - MCF7 cells, JUND IP - T47D cells",,JUND -> AGPAT2,7,8,high,high
JUND,AGPAT2,uterus,,,,JUND IP - HeLa cells,,JUND -> AGPAT2,7,8,high,high
JUND,AGPAT2,vasculature,,,,JUND IP,26020271,JUND -> AGPAT2,7,8,high,high
KLF11,AGPAT2,adiposetissue,,,,"KLF11 ChIP-Seq, Rep 2, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 2",,KLF11 -> AGPAT2,1,1,low,low
KLF5,AGPAT2,pancreas,,,,KLF5 IP,,KLF5 -> AGPAT2,2,2,low,low
KLF5,AGPAT2,stomach,,,,"KLF5 IP - YCC3, KLF5 IP - KATOIII",,KLF5 -> AGPAT2,2,2,low,low
MAX,AGPAT2,cns,,,,MAX IP - SK-N-SH cells,,MAX -> AGPAT2,7,7,high,medium
MAX,AGPAT2,colon,,,,MAX IP - HCT116 cells,24076218,MAX -> AGPAT2,7,7,high,medium
MAX,AGPAT2,leukocytes,,,,"MAX IP - K562 cells, MAX IP - K562 cells, Rep 2, MAX IP - GM12878 cells, MAX IP - NB4 cells",,MAX -> AGPAT2,7,7,high,medium
MAX,AGPAT2,liver,,,,"MAX IP - HepG2 cells, MAX IP - HepG2 cells, MAX IP - MCF7 cells",,MAX -> AGPAT2,7,7,high,medium
MAX,AGPAT2,lung,,,,MAX IP - A549 cells,24076218,MAX -> AGPAT2,7,7,high,medium
MAX,AGPAT2,stemcells,,,,MAX IP - H1 cells,,MAX -> AGPAT2,7,7,high,medium
MAX,AGPAT2,uterus,,,,"MAX IP - HeLa cells, Rep 2, MAX IP - HeLa cells, Rep 1, MAX IP - ECC1 cells",,MAX -> AGPAT2,7,7,high,medium
MAZ,AGPAT2,leukocytes,,,,"MAZ IP - K562 cells, MAZ IP - GM12878 cells",,MAZ -> AGPAT2,4,4,medium,medium
MAZ,AGPAT2,liver,,,,MAZ IP - HepG2 cells,,MAZ -> AGPAT2,4,4,medium,medium
MAZ,AGPAT2,lung,,,,MAZ IP - IMR cells,,MAZ -> AGPAT2,4,4,medium,medium
MAZ,AGPAT2,uterus,,,,MAZ IP - HeLa cells,,MAZ -> AGPAT2,4,4,medium,medium
MITF,AGPAT2,skin,21258399,,,,,MITF -> AGPAT2,1,1,low,low
MTA3,AGPAT2,leukocytes,,,,MTA3 IP - GM12878 cells,,MTA3 -> AGPAT2,1,1,low,low
MXI1,AGPAT2,cns,,,,MXI1 IP - SK-N-SH cells,,MXI1 -> AGPAT2,3,3,low,low
MXI1,AGPAT2,liver,,,,MXI1 IP - HepG2 cells,,MXI1 -> AGPAT2,3,3,low,low
MXI1,AGPAT2,uterus,,,,MXI1 IP - HeLa cells,,MXI1 -> AGPAT2,3,3,low,low
MYB,AGPAT2,leukocytes,,,,"MYB IP - Jurkat, Rep 5, MYB IP - MOLT3, MYB IP - Jurkat, Rep 4, MYB IP - Jurkat, Rep 1, MYB IP - Jurkat, Rep 2, MYB IP - Jurkat, Rep 3",,MYB -> AGPAT2,1,1,low,low
MYBL2,AGPAT2,liver,,,,MYBL2 IP - HepG2 cells,,MYBL2 -> AGPAT2,1,1,low,low
MYC,AGPAT2,leukocytes,,,,"MYC IP | IFNG - K562 cells, 30 min, MYC IP | IFNA1 - K562 cells, 6 h, MYC IP - K562 cells, Rep 2, MYC IP - NB4 cells, MYC IP - K562 cells, Rep 1, MYC IP | IFNG - K562 cells, 6 h",,MYC -> AGPAT2,2,3,low,low
MYC,AGPAT2,mammarygland,,,,"DHT | MYC ChIP-Seq, MYC IP - MCF-10A cells",,MYC -> AGPAT2,2,3,low,low
MYC,AGPAT2,uterus,,,,MYC IP - HeLa cells,,MYC -> AGPAT2,2,3,low,low
PAX5,AGPAT2,leukocytes,,,,"PAX5 IP - GM12878 cells, Rep 1",,PAX5 -> AGPAT2,1,1,low,low
POU2F1,AGPAT2,prostate,,,,POU2F1 KD + DHT | FOXA1 ChIP-Seq,,POU2F1 -> AGPAT2,1,1,low,low
RELA,AGPAT2,adiposetissue,,,,"RELA IP, RELA IP, RELA IP",,RELA -> AGPAT2,2,2,low,low
RELA,AGPAT2,colon,,,,RELA IP,,RELA -> AGPAT2,2,2,low,low
REST,AGPAT2,leukocytes,,,,"REST IP - K562 cells, REST IP - HL60 cells",,REST -> AGPAT2,2,2,low,low
REST,AGPAT2,liver,,,,"REST IP - HepG2 cells, Rep 2, REST IP - HepG2 cells, Rep 1",,REST -> AGPAT2,2,2,low,low
RUNX1,AGPAT2,leukocytes,,,,"SPI1 IP | RUNX1 KD, RUNX1 IP, RUNX1 IP - Rep 2",,RUNX1 -> AGPAT2,1,1,low,low
RUNX1T1,AGPAT2,leukocytes,,,,RUNX1T1 IP,,RUNX1T1 -> AGPAT2,1,1,low,low
SMAD1,AGPAT2,hspcs,,,,SMAD1 IP - Rep 3,,SMAD1 -> AGPAT2,1,1,low,low
SMARCC1,AGPAT2,uterus,,,,SMARCC1 IP - HeLa cells,,SMARCC1 -> AGPAT2,1,1,low,low
SP1,AGPAT2,colon,,,,SP1 IP - HCT116 cells,,SP1 -> AGPAT2,4,4,medium,medium
SP1,AGPAT2,leukocytes,,,,SP1 IP - GM12878 cells,24076218,SP1 -> AGPAT2,4,4,medium,medium
SP1,AGPAT2,liver,,,,SP1 IP - HepG2 cells,,SP1 -> AGPAT2,4,4,medium,medium
SP1,AGPAT2,lung,,,,SP1 IP - A549 cells,,SP1 -> AGPAT2,4,4,medium,medium
SPI1,AGPAT2,leukocytes,,,,"SPI1 IP, SPI1 IP | RUNX1 KD, SPI1 IP, SPI1 IP - HL cells, SPI1 IP, SPI1 IP - GM12878 cells, Rep 1 , ROSI | SPI1 ChIP-Seq, SPI1 IP, SPI1 IP, SPI1 IP - GM12878 cells, Rep 2 , SPI1 IP, SPI1 IP - GM12878 cells, Rep 3 , SPI1 IP, SPI1 IP - GM12878 cells, Rep 4 , SPI1 IP - K562 cells, SPI1 IP, SPI1 IP - GM12878 cells, SPI1 IP - GM12891 cells, SPI1 IP",,SPI1 -> AGPAT2,1,1,low,low
SRF,AGPAT2,colon,,,,SRF IP - HCT116 cells,,SRF -> AGPAT2,3,4,low,medium
SRF,AGPAT2,mammarygland,,,,SRF IP - MCF7 cells,,SRF -> AGPAT2,3,4,low,medium
SRF,AGPAT2,stemcells,,,,"SRF IP - Rep 4 , SRF IP - Rep 6 , SRF IP - Rep 5 , SRF IP - Rep 1 , SRF IP - Rep 2 , SRF IP - Rep 7 , SRF IP - Rep 3",,SRF -> AGPAT2,3,4,low,medium
SRF,AGPAT2,uterus,,,,SRF IP - ECC1 cells,,SRF -> AGPAT2,3,4,low,medium
STAT1,AGPAT2,leukocytes,,,,"STAT1 IP - Rep 2, STAT1 IP - Rep 5, STAT1 IP - Rep 1, STAT1 IP - Rep 4, STAT1 IP - Rep 3",,STAT1 -> AGPAT2,2,2,low,low
STAT1,AGPAT2,uterus,,,,"STAT1 IP | IFNG - HeLa cells, 30 min",,STAT1 -> AGPAT2,2,2,low,low
STAT3,AGPAT2,leukocytes,,,,STAT3 IP - SU-DHL-2,,STAT3 -> AGPAT2,2,2,low,low
STAT3,AGPAT2,uterus,,,,STAT3 IP - HeLa cells,,STAT3 -> AGPAT2,2,2,low,low
TAL1,AGPAT2,colon,,,,TAL1 IP,23953112,TAL1 -> AGPAT2,2,2,low,low
TAL1,AGPAT2,leukocytes,,,,"TAL1 IP - K562 cells, TAL1 IP - MOLT3",,TAL1 -> AGPAT2,2,2,low,low
TBP,AGPAT2,leukocytes,,,,TBP IP - K562 cells,,TBP -> AGPAT2,2,2,low,low
TBP,AGPAT2,uterus,,,,TBP IP - HeLa cells,,TBP -> AGPAT2,2,2,low,low
TCF12,AGPAT2,cns,,,,TCF12 IP - SK-N-SH cells,,TCF12 -> AGPAT2,5,5,medium,medium
TCF12,AGPAT2,leukocytes,,,,TCF12 IP - GM12878 cells,24076218,TCF12 -> AGPAT2,5,5,medium,medium
TCF12,AGPAT2,liver,,,,"TCF12 IP - HepG2 cells, TCF12 IP - MCF7 cells",,TCF12 -> AGPAT2,5,5,medium,medium
TCF12,AGPAT2,lung,,,,TCF12 IP - A549 cells,,TCF12 -> AGPAT2,5,5,medium,medium
TCF12,AGPAT2,uterus,,,,TCF12 IP - ECC1 cells,24076218,TCF12 -> AGPAT2,5,5,medium,medium
